artist,duration,album,genre,title,year,,
John Ottman,79.77751,Fantastic Four,acid jazz,Entanglement,2005,,
Foo Fighters,287.99955,Razor,grunge,Razor,2005,,
Blind Boy Fuller,151.19628,Goin' Mad Blues Vol. 6,country blues,Got To Find My Little Woman,2005,,
Juelz Santana,233.92608,What The Game's Been Missing!,rap,Lil' Boy Fresh,2005,,
Atman,290.48118,97 | 07,downtempo,Luminous Bliss,2005,,
Gorillaz,128.41751,Demon Days,hip hop,White Light,2005,,
A Static Lullaby,237.42649,Faso Latido,post-hardcore,God Bless You (Goddamn it),2005,,
The Presets,281.0771,Are You The One?,dance rock,Are You The One?,2005,,
In Extremo,233.74322,Mein rasend Herz,heavy metal,Signapur,2005,,
Maximilian Hecker,370.02404,Lady Sleep,chamber pop,Birch,2005,,
Tim Wilson,166.84363,The Real Twang Thang,filk,The Michael Vick Song,2005,,
Juelz Santana / Bezel,254.51057,What The Game's Been Missing!,rap,Violence,2005,,
Hanoi Rocks,240.66567,Another Hostile Takeover,heavy metal,No Comprimise_ No Regrets,2005,,
Bongzilla,419.68281,Amerijuanican,stoner metal,Cutdown,2005,,
Mariano Yanani,216.65914,Babies Go Bob Marley,lullaby,Could You Be Love,2005,,
Danny Barnes,169482,Get Myself Together,progressive bluegrass,Big Girl Blues,2005,,
Entre RAos,221.30893,Onda,alternative dance,Altas Horas,2005,,
Scarlet's Remains,215.90159,Scarlet's Remains,gothic metal,1492,2005,,
Ill Nino,219.81995,One Nation Underground,alternative metal,All I Ask For (Album Version),2005,,
Queens Of The Stone Age,82.85995,Lullabies To Paralyze,stoner metal,This Lullaby,2005,,
Stevie Ray Vaughan And Double Trouble,368.63955,The Best Of,texas blues,Ain't Gone 'N' Give Up On Love,2005,,
Gus Viseur,128.93995,50 Reasons To Love Paris,gypsy jazz,Le Bal Du P'tit Jardin,2005,,
Eddie Turner,254.9024,Rise,blues-rock,Secret,2005,,
Oztara,207.51628,Ensorsoleil,musette,La Route Est Belle,2005,,
Nickelback,217.62567,NOW (That's What I Call Music) 22,alternative metal,Savin' Me,2005,,
Williamson,223.81669,The Trashcan Electric E.P.,neofolk,Cool People Make Me Tired,2005,,
Year of Desolation,259.02975,Your Blood_ My Vendetta,melodic death metal,L.S.M.,2005,,
Kekele,306.96444,Congo Life,soukous,Affaire Mokuwa,2005,,
Richie Ray & Bobby Cruz,209162,Que Vuelva La Musica,salsa,El Gallo Y La Vaca,2005,,
Ben Watt feat. Estelle,389.19791,Outspoken Part 1,progressive house,Pop A Cap In Yo' Ass,2005,,
Faith Hill,246.09914,Fireflies,country,I Want You (Album Version),2005,,
Dave Eggar,225.25342,Left Of Blue,new age,Deep Blue,2005,,
Three 6 Mafia,213.60281,Most Known Unknown (Screwed and Chopped),dirty south rap,Let's Plan A Robbery,2005,,
Joe Bataan,199.3922,Call My Name,salsa,Keep The Change,2005,,
Jessie Lee Miller,116.92363,Now You're Gonna Be Loved,rockabilly,All or Nothin' Gal,2005,,
Luiz Bonfa,141.40036,Le Roi de la Bossa Nova,samba,Santeleco,2005,,
Sam Baker,144.74404,Sugar Man,funk,I Can't Stand It,2005,,
Rick Astley,184.55465,Portrait,dance pop,Close To You,2005,,
Dark new Day,278.02077,Twelve Year Silence,post-grunge,Free (Album Version),2005,,
Dean Martin,165.66812,Love From&The Rat Pack,vocal,Until You Love Someone,2005,,
Gorillaz,230.47791,Dirty Harry,hip hop,Dirty Harry (Single Edit),2005,,
Dropkick Murphys,175.96036,The Warrior's Code,celtic punk,The Burden (Album Version),2005,,
Mariano Yanani,180.71465,Babies Go Sting,lullaby,Why Should I Cry For You,2005,,
Bobaflex,147.43465,Apologize For Nothing,rap metal,Turn The Heat Up,2005,,
Silverstein,229642,Discovering The Waterfront,post-hardcore,Always And Never (Album Version),2005,,
Samy Deluxe,234.05669,So Deluxe So Glorious,hip hop,Ain`t got nothing ( feat. David Banner & Eddy Soulo ),2005,,
Ma Rainey,179.61751,Night Shift Blues,classic female blues,Night Time Blues,2005,,
Robin Beanland/Dweezil Zappa/Nile Rodgers/Rabbit In The Moon,131.65669,Conker: Live And Reloaded (Original Soundtrack),video game music,Conker The King,2005,,
Fort Minor,43.38893,The Rising Tied,rap metal,Introduction (Album Version),2005,,
Peter Gallagher,182282,7 Days In Memphis,vocal jazz,Everytime It Rains,2005,,
Alvino Rey And His Orchestra,193.74975,Big Band Favourites Vol 1,space age pop,My Buddy,2005,,
Stevie Ray Vaughan And Double Trouble,551.91465,The Essential Stevie Ray Vaughan And Double Trouble,texas blues,Tin Pan Alley (aka Roughest Place In Town),2005,,
Stephen Marley,270.05342,Mind Control,roots reggae,Mind Control,2005,,
Seventh Day Slumber,209.73669,Once Upon A Shattered Life,christian rock,Shattered Life,2005,,
Mira,177.81506,Openbare Weg,shoegaze,Openbare Weg,2006,,
Anne Dudley,94.69342,Black Book,trip hop,Victims of the occupation,2006,,
Sandi Thom,425.19465,I Wish I Was A Punk Rocker (With Flowers In My Hair),british pop,I Wish I Was A Punk Rocker (With Flowers In My Hair),2006,,
Mr. Lif,327.6273,Mo' Mega,hip hop,For You,2006,,
Desert Dwellers,406.17751,DownTemple Dub: Flames,progressive house,Pranafestation,2006,,
Lily Allen,264.69832,Alright_ Still (Deluxe),ska,U Killed It,2006,,
Walter Jackson,156682,Welcome Home / The Okeh Years,northern soul,What Would You Do,2006,,
Zombie Girl,260.54485,Back From The Dead,electro,I Want It,2006,,
Nights Like These,305.89342,The Faithless,doom metal,Ghost Town Rituals (Album Version),2006,,
Mart'nA!lia,157.07383,Mart'nA!lia em Berlim ao vivo,samba,Cabide,2006,,
Lyrics Born,445.49179,Overnite Encore: Lyrics Born Live!,hip hop,Stop Complaining/Remix/Jam,2006,,
Humanzi,274.99057,Fix The Cracks,dance-punk,Fix The Cracks,2006,,
Tim Exile,80.3522,Tim Exile's Nuisance Gabbaret Lounge,breakcore,Post-Toxic Finger Disorder,2006,,
Elvenking,357.45914,The Winter Wake,folk metal,Trows Kind,2006,,
Oldelaf et Monsieur D,540.47302,L'Album de la maturitA(c),los angeles,Ouragan,2006,,
Theodore Shapiro,82.31138,Fun With Dick And Jane,country blues,The Big Stall,2006,,
Sneaky Sound System,342.02077,I Love It,alternative dance,I Love It [Clubstar Remix],2006,,
NOFX,158.11873,Wolves In Wolves' Clothing,punk,We March To The Beat Of Indifferent Drum,2006,,
Charlotte Gainsbourg,189.70077,5:55,pop,Tel Que Tu Es,2006,,
Stephen Marley / Damian Marley,247.17016,Mind Control,roots reggae,The Traffic Jam,2006,,
Pascal Obispo,246.56934,Les Fleurs Du Bien,europop,La Machine,2006,,
Scott Matthews,299.72853,Passing Stranger,folk rock,City Headache,2006,,
All Shall Persih,215.61424,The Price Of Existence,death core,The True Beast,2006,,
Tim Exile,78.21016,Tim Exile's Nuisance Gabbaret Lounge,breakcore,Oh Scat Mix Up,2006,,
The Panic Channel,227.99628,(ONe),post-grunge,Awake,2006,,
The Abominable Iron Sloth,130.45506,The Abominable Iron Sloth,math rock,Sailing To The Edge Of The Earth,2006,,
Slackbaba,488.25424,And The Beat Goes Om,chill-out,And The Beat Goes Om,2006,,
BT,311.90159,Tiger Woods PGA Tour 2005,electronica,Ver de Feliz,2006,,
Shanadoo,200.88118,Welcome To Tokyo,europop,Ninja Tattoo,2006,,
BeyoncA(c),161.38404,The Beyonce Experience Live Audio,hip hop,Ring The Alarm,2006,,
Snow Patrol,209162,Shut Your Eyes,indie rock,Shut Your Eyes,2006,,
Benga,277.55057,GetDarker Presents THIS IS DUBSTEP 2,dubstep,The Future,2006,,
Panzer AG,305.05751,YOUR WORLD IS BURNING,industrial dance,WHEN I AM YOU,2006,,
Theodore Shapiro,109.84444,Fun With Dick And Jane,country blues,Gun Pull,2006,,
Dope Stars Inc.,233.22077,Make A Star,nu metal,Chase The Light,2006,,
Moss,206.57587,The Long Way Back,future jazz,Winter In Finland,2006,,
Shawn Colvin,177.18812,These Four Walls,country rock,These Four Walls,2006,,
DJ DLG feat. MC Flipside,377.62567,On The Run / Back For More / Got You Moving EP,tech house,Got You Moving,2006,,
Dilated Peoples Featuring Capleton,311.06567,20/20,turnablism,Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),2006,,
The Tragically Hip,219.89832,World Container,roots rock,The Drop-Off,2006,,
Dead To Me,145.55383,Cuban Ballerina,skate punk,Don't Lie,2006,,
Danielle Bollinger,223.52934,When The Broken Hearted Love Again,tribal house,Kiss the Sky,2006,,
Jonny Lang,182.80444,Turn Around,blues-rock,One Person At A Time,2006,,
Keb' Mo',190.56281,Suitcase,blues,Still There For Me,2006,,
K-OS,161.51465,Atlantis - Hymns for Disco.,trip hop,AquaCityBoy,2006,,
Cinder,167.26159,House Full Of No Trust,post-grunge,Mirror (Album),2006,,
Daniel Johnston,130.55955,Lost And Found,power pop,Rock Around The Christmas Tree,2006,,
Casiotone For The Painfully Alone,47.46404,Etiquette,trip hop,Happy Mother's Day,2006,,
Eyes Set to Kill,238.05342,Reach,happy hardcore,Liar in the Glass,2006,,
David Gilmour Featuring Richard Wright,202.1873,Arnold Layne,blues-rock,Arnold Layne,2006,,
Eric Burdon,288.70485,Soul of a Man,blues-rock,Feeling Blue,2006,,
Jellyfish,216.60689,Best!,jangle pop,The Ghost At #1,2006,,
Negura Bunget,123.66322,OM,black metal,Al Doilea Om,2006,,
Torcuato Mariano,295.02649,Lift Me Up,meditation,Black and Blue,2006,,
Billy Bragg,173.50485,Billy Bragg Vol.1,urban folk,Loving You Too Long,2006,,
Devanic,210.88608,Mask Industries,melodic death metal,You Live_ You Die,2006,,
Cali,339.80036,Le Bordel Magnifique,dance pop,Dolorosa (Live),2006,,
Akon,249.39057,Don't Matter,hip hop,Don't Matter,2006,,
Ebru GA1/4ndes,248.99873,KaASSak,arabesque,Seni Unuturum,2006,,
Radio Birdman,174.28853,Zeno Beach,garage rock,Zeno Beach,2006,,
Rihanna,237.87057,We Ride,dance pop,We Ride,2006,,
Azis,281.88689,BalkanBeats Volume 2,pop folk,Anti Geroi,2006,,
Vuneny,263.41832,V2,dub,Curse Of Sound (Dub Mix),2006,,
Digital Mystikz,299.49342,Tectonic Plates 03,dubstep,Molten,2006,,
The Red Jumpsuit Apparatus,208.79628,Don't You Fake It,screamo,In Fate's Hands (Album Version),2006,,
Stephan Micus,316.49914,On the Wing,free improvisation,part 2 - Winterlight,2006,,
Shanadoo,225.20118,Welcome To Tokyo,europop,King Kong,2006,,
My Chemical Romance,184.00608,The Black Parade,emo,House Of Wolves (Album Version),2006,,
Mariachi Silvestre Vargas,186.09587,Mexico Gran ColecciA3n Ranchera - Mariachi Silvestre Vargas,mariachi,Cielito lindo,2006,,
"Sex Machine ft. ShA""na",418.87302,Friday Night,industrial metal,Friday Night,2006,,
Sizzla,168.56771,Jah Protect,dancehall,Care,2006,,
Dendemann,221.98812,Die PfA1/4tze des Eisbergs,progressive house,Sachmagehtsnoch,2006,,
Unkle Bob,252.18567,Sugar and Spite,psychedelic rock,What Do I Know,2006,,
Curtis Mayfield,237.60934,Future Shock,chicago soul,Soul Music (ReMastered),2006,,
TEN MADISON,344.68526,Grounded,downtempo,Cup Horn,2006,,
Rishi Rich,235.25832,The Project,bhangra,Sorry Feat. Rafaqat Ali Khan,2006,,
North Mississippi Allstars,166.21669,Barnyard (OST),blues-rock,2StepN,2006,,
Rishi Rich,201.92608,The Project,bhangra,Come Here Feat. Jay Sean,2006,,
Jars Of Clay,191.81669,Mini Monsters EP,ccm,Love Me,2006,,
John Digweed,405.10649,Warung Beach,progressive house,Warung Beach,2006,,
Rance Allen Group,199.13098,A Soulful Experience,jazz funk,The Painter,2006,,
Pyranja,167.54893,Nie Wieder,pop rap,Nie Wieder (Live Version),2006,,
Samy Deluxe,282.38322,The big baus of the nauf,hip hop,Sag es sag es feat. Neo,2006,,
Dionne Warwick,226.58567,Pop Masters: I Say A Little Prayer For You,brill building pop,Let It Be Me,2006,,
Anne Dudley,280.86812,Black Book,trip hop,Rachel's retribution,2006,,
Mando Diao,306.18077,Long Before Rock 'n Roll,blues-rock,Popovic,2006,,
The Pineapple Thief,399.82975,Little Man,neo-progressive,Run A Mile,2006,,
Rise Against,214.88281,The Sufferer & The Witness,hardcore punk,Intro/Chamber The Cartridge,2006,,
Valient Thorr,200.64608,Legend Of The World,heavy metal,Problem Solver,2006,,
Grizzly Bear,384.67873,Yellow House,folk-pop,Little Brother,2006,,
Rita Chiarelli,261.04118,The Italian Sessions,blues,Reginella,2006,,
Martriden,355.94404,Martriden,blackened death metal,Blank Eye Stare,2006,,
Milk Inc.,206.75873,Supersized,dance pop,Breakin',2006,,
Evanescence,331.36281,The Open Door,alternative metal,Good Enough,2006,,
Beenie Man,230.24281,Concept Of Life,dancehall,Imagination,2006,,
Snow Patrol,268.95628,Shut Your Eyes,indie rock,Chasing Cars,2006,,
Christophe Beck,150.09914,We Are Marshall,electronica,Why Jack Called,2006,,
Norther,122.72281,Till Death Unites Us,heavy metal,Fuck You,2006,,
Fontella Bass,175.38567,Rescued : The Best Of Fontella Bass,northern soul,I Can't Rest,2006,,
Gwen Stefani,294.19057,4 In The Morning,rock,4 In The Morning,2006,,
Gustavo Cerati,333.19138,AhA Vamos,electronica,MA(c)dium,2006,,
AFI,328.72444,DECEMBERUNDERGROUND,post-hardcore,Affliction,2006,,
The Zebras,131.68281,Worry a Lot,disco,Marching,2006,,
Alexandre Desplat,239.38567,Firewall,soundtrack,The Epi-Pen,2006,,
T.O.K.,190.71955,Reggae Gold 2006,dancehall,Hotta,2006,,
Pyranja,317.09995,Nie Wieder,pop rap,Nie Wieder (Toktok RMX),2006,,
Krystof,262.55628,Rubikon,soft rock,Prvni vesela,2006,,
Bebo Norman,219.45424,The Way We Love,ccm,Sunday,2006,,
Dave Hollister,305.34485,Things In The Game Done Changed,motown,Tell Me Why,2006,,
George Lopez,270.68036,El Mas Chingon,california,Church Hangover,2006,,
Cinder,218.61832,House Full Of No Trust,post-grunge,The Ride (Album),2006,,
Bloomfield,353.69751,CafA(c) Solaire 11-Download Edition,deep house,Boulevard St. Germain,2006,,
2 Minutos,88.58077,Un Mundo De Sensaciones,skate punk,Rompan Todo,2006,,
Goose,276.13995,Bring It On Rarities & Remixes,modern rock,Everybody,2006,,
VHS Or Beta,501.13261,You Got Me,disco,You Got Me (The Juan Maclean Dub),2006,,
The Fever,194.45506,In The City Of Sleep,dance-punk,Bye Bye Betty Blue,2006,,
Cam'Ron,212.79302,Killa Season,hip hop,I.B.S. (Amended Album Version),2006,,
Lexie Mountain Boys,247.11791,Sexy Fountain Noise,free improvisation,Where We Are From,2006,,
The Ataris,222.9024,Welcome The Night,pop punk,Secret Handshakes,2006,,
Gabriel Yared,118.83057,Azur et Asmar,latin jazz,Les chasseurs d'esclaves,2006,,
Ill Nino,180.50567,The Best Of Ill NiA+-o,alternative metal,What You Deserve (Album Version),2006,,
Timbalada,242.1024,Alegria Original,samba,Maracaia,2006,,
Ayo,288.49587,Live At The Olympia,neo soul,Only You,2006,,
The Panic Channel,153.25995,(ONe),post-grunge,Said You'd Be,2006,,
The Killers,269.76608,When You Were Young,rock,When You Were Young,2006,,
KA(c)kA(c)lA(c),309.49832,Kinavana,soukous,Yo Odeconer,2006,,
Kyle Eastwood,207.20281,Now,hard bop,How Y' All Doin',2006,,
Novembre,313.3122,Materia,doom metal,Reason,2006,,
Black Debbath,276.21832,"Naar Vi DA,de Rocker",blues,Ville Eyolf,2006,,
Slackbaba,465.6322,And The Beat Goes Om,chill-out,Sea of Green,2006,,
Rita Chiarelli,228.38812,The Italian Sessions,blues,Chiove,2006,,
Johnny Cash,112.95302,The Legend,honky tonk,I Got Stripes (Live),2006,,
Novika,268.90404,Tricks Of Life,deep house,Mikawa Miya,2006,,
BeyoncA(c),212.16608,Ring The Alarm (Urban Mixes),hip hop,Ring The Alarm,2006,,
Josh Groban,152.0322,Awake,pop rock,Lullaby [With Ladysmith Black Mambazo] (Album Version),2006,,
Juana Molina,183.64036,Son,folktronica,Micael,2006,,
Ayo,244.06159,Joyful,neo soul,Down On My Knees,2006,,
Paul Avgerinos,423.60118,Gnosis,chill-out,Gnosis,2006,,
Gall_ France,162.79465,En Allemand - Das Beste Auf Deutsch,chanson,Mein Herz kann man nicht kaufen,2006,,
Snow Patrol,217.57342,Chasing Cars,indie rock,It Doesn't Matter Where_ Just Drive,2006,,
Lexie Mountain Boys,239.56853,Sexy Fountain Noise,free improvisation,Lullaby For The Dead In Our Life,2006,,
The Del McCoury Band,171.67628,The Promise Land,bluegrass,It's Surprising What the Lord Can Do,2006,,
Oldelaf et Monsieur D,249.41669,"DerniA""re Chance d'Aatre disque d'or (Edition SpA(c)ciale: nouvel album + best of 5 titres)",los angeles,Rue de Nantes,2006,,
Kasia Stankiewicz,304.06485,Mimikra,chill-out,Zolte Slonie,2006,,
Rise Against,181.57669,The Sufferer & The Witness,hardcore punk,Drones,2006,,
The Sterns,151.82322,Sinners Stick Together,massachusetts,Supreme Girl,2006,,
Chris Standring,261.0673,Soul Express,smooth jazz,Through the Looking Glass (jazz),2006,,
Devanic,336.06485,Mask Industries,melodic death metal,I Am,2006,,
Little Feat,228.98893,The Best Of Little Feat,blues-rock,Down On The Farm (2006 Remastered Edit Version),2006,,
Daath,230.86975,The Hinderers,technical death metal,From The Blind (LP Version),2006,,
The Del McCoury Band,173.97506,The Promise Land,bluegrass,Led By the Master's Hand,2006,,
Paula Santoro,192.41751,Jazz Express - Bossa Nova Nights,brazilian pop music,The Girl From Ipanema (Garota De Ipanema),2006,,
The Chap,170.05669,Lo Compilation Mix By Susumu Yokota,future jazz,We Are Not Impartial,2006,,
Andrew W.K.,127.4771,Close Calls With Brick Walls / Mother of Mankind,alternative metal,Can You Dance With Me?,2006,,
The Radio Dept,207.20281,Are You Scared To Get Happy?,shoegaze,Mad About the Boy,2006,,
Pacha Massive,205.89669,HA'tel Costes 11 by StA(c)phane Pompougnac,trip hop,Don't let go,2006,,
Lil Boosie,243.35628,Bad Azz,gangster rap,I Remember (amended album version),2006,,
Cali,328.14975,Le Bordel Magnifique,dance pop,Il Y A Une Question (Live),2006,,
Silverstein,214.04689,18 CANDLES: THE EARLY YEARS,post-hardcore,MY HERIONE (Acoustic Version),2006,,
Dora The Explorer,159.29424,Dora The Explorer Dance Fiesta!,goregrind,Limbo Rock,2006,,
ChA(c)co Feliciano And Joe King,273.65832,Ketukuba,salsa,Nina Nina,2006,,
Sergio Mendes,322.11546,Sergio Mendes:  The Swinger from Rio,samba,Puzzle of Hearts,2006,,
Crazy Horse,191.65995,De beste liedjes,country rock,E se tu lontana sei,2006,,
Dark Fortress,320.44363,SA(c)ance,sympho black metal,Incide,2006,,
Soul Asylum,235.20608,The Silver Lining,hard rock,Slowly Rising,2006,,
The Pineapple Thief,356.54485,Little Man,neo-progressive,Snowdrops,2006,,
The Ataris,212.89751,Welcome The Night,pop punk,Whatever Lies Will Help You Rest,2006,,
Mart'nA!lia,224.36526,Mart'nA!lia em Berlim ao vivo,samba,Nas A!guas de Amaralina,2006,,
Kitaro,410.06975,Spiritual Garden,chill-out,Quasar,2006,,
Justin Timberlake,238602,FutureSex/LoveSounds,rock,Sexy Ladies,2006,,
Tony Matterhorn,183.53587,Reggae Gold 2006,reggaeton,Dutty Wine,2006,,
Sandi Thom,183.35302,The Best Of,british pop,When Horsepower Meant What It Said,2006,,
The Pineapple Thief,233.66485,Little Man,neo-progressive,Boxing Day,2006,,
AFI,187.03628,DECEMBERUNDERGROUND,post-hardcore,Summer Shudder,2006,,
Hatebreed,209.05751,Supremacy,hardcore punk,Destroy Everything (Album Version),2006,,
Scar Symmetry,204.95628,Pitch Black Progress,death metal,Abstracted,2006,,
Scar Symmetry,271.5424,Nuclear Blast Showdown 2006,death metal,The Illusionist,2006,,
Pearl Jam,428.56444,Pearl Jam,grunge,Inside Job,2006,,
John Ottman,205.92281,Superman Returns Music From The Motion Picture [Digital Version],acid jazz,The People You Care For,2006,,
Mudhoney,211.87873,Live At El Sol,grunge,It Is Us,2006,,
Outerspace,200.9073,Blood Brothers,hip hop,Drive By Music,2006,,
Noisettes,205.06077,What's The Time Mr. Wolf,soundtrack,Bridge To Canada,2006,,
Zombina & The Skeletones,145.3971,Death Valley High,psychobilly,The Waiting,2006,,
Jeremy Spencer,235.04934,Precious Little,blues-rock,Maria De Santiago,2006,,
Dons,240.22159,Lights On,rock 'n roll,Best Kept Secret,2006,,
Grayson Capps,236.59057,Wail & Ride,blues-rock,Mermaid,2006,,
Keep Of Kalessin,292.41424,Armada,black metal,Many Are We,2006,,
Dixie Chicks,351.84281,Taking The Long Way,bluegrass,Lullaby,2006,,
Goose,395.85914,Bring It On Rarities & Remixes,modern rock,Bring It On,2006,,
Gustavo Cerati,251.66322,AhA Vamos,electronica,La Excepcion,2006,,
El Gran Combo De Puerto Rico,271.64689,Arroz Con Habichuela,boogaloo,No Hay Manera,2006,,
Warren Barfield,216.81587,Reach,ccm,Unleashed,2006,,
Madonna,320.1824,Jump,dance pop,Jump [Jacques Lu Cont Edit],2006,,
2 Minutos,83.12118,Un Mundo De Sensaciones,skate punk,2 Minutos,2006,,
Between The Buried And Me,295.28771,The Anatomy Of,alternative metal,Kickstart My Heart (Album Version),2006,,
Ayo,264.56771,Joyful,neo soul,Welcome Into My World,2006,,
Silverstein,256.46975,18 CANDLES: THE EARLY YEARS,post-hardcore,BLEEDS NO MORE (Live Version),2006,,
Statues,127.73832,New People Make Us Nervous,power pop,The Last Stand,2006,,
Joe Bonamassa,372.76689,Live From Nowhere In Particular,blues-rock,So Many Roads,2006,,
Gonzalo Rubalcaba,206.00118,Solo,latin jazz,Improv #1,2006,,
Dendemann,205.13914,Abersowasvonlive,progressive house,DendemA$?nner braucht das Land,2006,,
Bruno Sanfilippo,398602,The New Kingdom,chill-out,The Fourth Wish,2006,,
The Raconteurs,230.5824,Broken Boy Soldier,blues-rock,Broken Boy Soldier (KCRW Version),2006,,
Headliners,347.79383,Das Album zum Film,hard house,90er,2006,,
Andrew W.K.,165.51138,Close Calls With Brick Walls / Mother of Mankind,alternative metal,Don't Call Me Andy,2006,,
Ginny Owens,256.39138,Charlotte's Web (OST),ccm,Long Way Home,2006,,
Chris Standring,257.59302,Soul Express,smooth jazz,Mumbo Jumbo (jazz),2006,,
Scar Symmetry,326.60853,Pitch Black Progress,death metal,Deviate From The Form,2006,,
Set Your Goals,153.23383,Mutiny: Deluxe Edition,pop punk,This Very Moment,2006,,
LL Cool J / Freeway,264.48934,Todd Smith,hip hop,What You Want,2006,,
C.L. Smooth,185.18159,American Me 12,hip hop,Smoke In The Air (A Cappella),2006,,
Converge,220.49914,No Heroes,hardcore punk,To the Lions,2006,,
Krystof,285.67465,Rubikon,soft rock,Ostravaczech,2006,,
Ayo,232.28036,Joyful,neo soul,Watching You,2006,,
Stephy Tang,205.06077,Fantasy,cantonese pop,Zi You Zi Zai,2006,,
Madonna,330.94485,I'm Going To Tell You A Secret,dance pop,Vogue [Live],2006,,
Casiotone For The Painfully Alone,175.72526,Etiquette,trip hop,Nashville Parthenon,2006,,
Call To Preserve,165.82485,Unsinkable,straight edge,Now And Forever,2006,,
White Willow,257.27955,Signal To Noise,folk rock,The Dark Road,2006,,
Roger Sanchez,589.87057,Lost,progressive house,Lost,2006,,
Las Ketchup,171.80689,Un Blodymary,rumba,Doble Bombo,2006,,
Mish Mash,211.90485,Ministry of Sound Presents 100,vocal house,Speechless,2006,,
Dave Hollister,301.87057,The Definitive Collection,motown,I'm Wrong,2006,,
The Funeral Pyre,271.22893,The Nature of Betrayal,blackened death metal,Here The Sun Never Shines,2006,,
Silverstein,181.81179,18 CANDLES: THE EARLY YEARS,post-hardcore,FRIENDS IN FALL RIVER  (LP Version),2006,,
Satan's Host,412.1073,Satanic Grimoire,heavy metal,Infernal Calling,2006,,
Milk Inc.,239.82975,Supersized,dance pop,No Angel (radio/album),2006,,
Gym Class Heroes,134922,As Cruel As School Children,hip hop,Sloppy Love Jingle_ Pt. 3 (Amended Album Version),2006,,
Tech N9ne,274.85995,Alpha Dog,gangster rap,Caribou Lou,2006,,
Zombina & The Skeletones,210.93832,I Was a Human Bomb for the FBI,psychobilly,I Was a Human Bomb for the FBI,2006,,
Mae West,150.49098,I'm No Angel,modern rock,Put It Off Until Tomorrow,2006,,
Tina Britt,177.94567,Blue All The Way,chicago blues,He Put The Hurt On Me,2006,,
Liars,259.05587,Drums Not Dead,experimental rock,A Visit From Drum,2006,,
Ayo,288.31302,Joyful,neo soul,These Days,2006,,
Monty Are I,245.10649,Wall Of People,post-hardcore,In This Legacy,2006,,
Blind Blake,199.1571,All the Published Sides,country blues,Dry Bone Shuffle,2006,,
Drop Dead_ Gorgeous,96.10404,In Vogue,screamo,Are You Happy (Album Version),2006,,
Olga TaA+-A3n,279.53587,100% Merengue,merengue,Como Olvidar (Merengue VersiA3n),2006,,
Le Vangle,258.2722,Tiwanaku,swiss,Ronde Lune,2006,,
Krystof,222.32771,Rubikon,soft rock,Svedomi,2006,,
"MichA""le Bernard",230.24281,Piano Voix,chanson,Canal de jonage,2006,,
House Of Lords,232.75057,World Upside Down,tech house,Rock Bottom,2006,,
Novika,214.49098,Tricks Of Life,deep house,Common Tear,2006,,
Warren Barfield,207.51628,Reach,ccm,Shadow,2006,,
Mae West,174.49751,I'm No Angel,modern rock,Imaginary Love,2006,,
Jackie Edwards,256.62649,Roots And Culture Volume 3,rock steady,So Jah Seh,2006,,
The Summer Obsession,282.04363,This Is Where You Belong,pop punk,Where You Belong,2006,,
Jeremy Spencer,289.77587,Precious Little,blues-rock,It Hurts Me Too,2006,,
Cassie,222.74567,Long Way 2 Go,r&b,Long Way 2 Go (Album Version),2006,,
Rishi Rich,45.45261,The Project,bhangra,Jaan - Interlude,2006,,
Dons,200.51546,Lights On,rock 'n roll,American Lovebite,2006,,
Death SS,258.29832,The 7th Seal,heavy metal,The Healer,2006,,
Curtis Mayfield,225.67138,Future Shock,chicago soul,This Year (ReMastered),2006,,
Koordinate Of Wonders,218.74893,Irreverse,chill-out,Castle of KoFW,2006,,
Till West & DJ Delicious,153.28608,Ministry of Sound Presents 100,funky house,Same Man,2006,,
Gabriel Yared,53.31546,Azur et Asmar,latin jazz,La clA(c) parfumA(c)e,2006,,
The Race,225.17506,Raising Children/Go Figure,dream pop,Raising Children,2006,,
Geier Sturzflug,214.20363,Mahlzeit!,pop rock,Schwarzarbeit,2006,,
Beenie Man,213.10649,Concept Of Life,dancehall,Politrix,2006,,
Daath,248.81587,The Hinderers,technical death metal,Above Lucium (LP Version),2006,,
Cinder,167.18322,House Full Of No Trust,post-grunge,Seven (Album),2006,,
Cam'Ron,174.88934,Killa Season,hip hop,Do Ya Thing (Remix) (Explicit Album Version),2006,,
Gustavo Santaolalla,117.18485,Babel - Music From And Inspired By The Motion Picture,folk,The Blinding Sun,2006,,
Paul Thorn,236.53832,Aint Love Strange,blues-rock,Mood Ring,2006,,
The Rapture,277.02812,Pieces Of The People We Love,alternative dance,The Devil,2006,,
ARRESTED DEVELOPMENT,218.06975,Since the Last Time,hip hop,Since The Last Time,2006,,
Alan Silvestri,81.50159,Night At The Museum,country rock,Full House,2006,,
Ayo,534.62159,Joyful,neo soul,Life Is Real,2006,,
Pagan Wanderer Lu,346.25261,The Independent Scrutineer,indietronica,Knight -> King 4,2006,,
Kathleen Madigan,92.00281,In Other Words,comedy,Oprah (Album Version),2006,,
Eighteen Visions,172.19873,Eighteen Visions,alternative metal,Our Darkest Days,2006,,
Bobby Bland,181.49832,The Original Memphis Blues Brothers,soul blues,Drifting From Town To Town,2006,,
M.I.K.E.,440.52853,The Perfect Blend,progressive trance,Hollow Dream,2006,,
